,industry_detail,industry_code,industry_region,Impact Potential/ACID/kg SO2 eq,Waste Generated/CCDD/kg,Waste Generated/CMSW/kg,Waste Generated/CRHW/kg,Resource Use/ENRG/MJ,Impact Potential/EUTR/kg N eq,Impact Potential/ETOX/CTUe,Resource Use/WATR/kg,Impact Potential/GHG/kg CO2 eq,Chemical Releases/HAPS/kg,Impact Potential/HCAN/CTUh,Impact Potential/HNCN/CTUh,Impact Potential/HRSP/kg PM2.5 eq,Impact Potential/HTOX/CTUh,Economic & Social/JOBS/jobs,Resource Use/LAND/m2*yr,Resource Use/MNRL/kg,Resource Use/NNRG/MJ,Impact Potential/OZON/kg CFC-11 eq,Chemical Releases/PEST/kg,Resource Use/RNRG/MJ,Impact Potential/SMOG/kg O3 eq,Economic & Social/VADD/$
299,Newspapers,511110,US,9519.02894395847,2770850.152675402,26058288.645598818,131692.12151431592,76360483.74872017,597.1606449636668,9521.502613438613,61540647739.066986,25929493.60284305,2357.184240699282,0.002894979863969456,0.026074217268523117,12002.952556393797,0.028969197132492578,57875.33044119327,7454986.205724757,0.0,0.0,0.0,0.0,76360483.74872017,510429.54258019273,5926078835.731529
300,Magazines and journals,511120,US,6473.863846558514,4400067.924114432,41372854.16225878,132002.2853705785,0.0,402.20710768525873,11255.325936684276,38355864237.965965,13471444.44773739,2440.982324685802,0.0036512520186255406,0.012343211265700827,801.4912472322071,0.015994463284326372,38337.60837916395,4871621.161278881,0.0,0.0,0.0,0.0,0.0,205597.64286675063,6908374095.278144
301,Books,511130,US,17543.488119100606,9739927.897901155,89526133.8338868,296270.9304300813,77154.37959746302,1422.083193628056,453788.5205922364,51834499638.358765,52335928.587065205,7343.980183252721,0.011698084529076102,0.16647633426769204,3223.232578115996,0.17817441879676818,55514.5325054149,7152529.927049886,0.0,0.0,0.29581545712057317,0.0,77154.37959746302,581146.9292392547,15862262902.277506
302,"Directory, mailing list, and other publishers",5111A0,US,8502.54927572147,4648670.096132109,35562777.07482338,116266.50809429352,1338370.9824487136,588.4611865130867,80182.53951668757,22511355308.925583,47611873.26947531,3936.5891452350716,0.004460092093824742,0.039063789725327466,1270.6532502393525,0.0435238818191522,25488.474194730425,3588235.9691571277,0.0,0.0,0.07453143598978426,0.0,1338370.9824487136,520466.0364855255,6189280871.3922205
303,Software,511200,US,55700.220495797614,45147316.44382702,392896507.28498894,1226776.0641858862,143430510.8708937,4046.5671621174497,101240.58775879453,0.0,242834745.45957983,18155.310542328534,0.028338225491996022,0.1188407229204027,6716.170018869004,0.14717894841239879,252032.86475162613,29172204.19758617,0.0,0.0,0.0018233604786154426,0.0,143430510.8708937,1686416.1009176462,108576304848.07964
304,Movies and film,512100,US,35454.47379757656,21802897.357610885,315662864.80899686,240832.12581490836,187483.40648354005,2206.195323435904,472975.71041630744,0.0,136217020.6733313,9567.429232529526,0.018201739425805528,0.27566137727451295,8565.125830512408,0.2938631167003186,374672.19247456634,62388577.8563817,0.0,0.0,0.7567215939379528,0.0,187483.40648354005,1007582.6487023482,71718217639.97098
305,Sound recording,512200,US,22272.398016550138,4589497.425375299,61347123.28382033,52206.37794360419,510391.5140310345,1319.0821776753874,3436123.350240044,6209307056.467837,11624737.25962829,1305.6104475442621,0.005015171424169154,0.7088379029012997,3610.5432740987294,0.7138530743254685,16557.94302030611,9522071.062511506,0.0,0.0,0.148177320846742,0.0,510391.5140310345,535687.4234754156,13384646100.78469
306,Radio and television,515100,US,39266.19621506909,27074814.39050887,134392913.48890135,319889.1504821899,31548510.25310252,2340.8798086693573,4458.574699414262,0.0,822322760.7200493,842.7033022489305,0.004172679564497218,0.008551499883096529,1508.9055158528993,0.012724179447593747,72615.78384888965,8510504.287738288,0.0,0.0,0.0,0.0,31548510.25310252,910729.0088373267,28519149219.276917
307,Cable and subscription programming,515200,US,24435.757041516503,10296313.87413486,51108443.43441306,121132.16529351889,1288772.0073675285,1450.4206653637934,1275.3125167637788,0.0,552636947.6000946,238.64362943502786,0.002311668867266158,0.0022738643396914204,768.3221770327083,0.004585533206957577,12904.104149602175,1923435.2414956961,0.0,0.0,0.0,0.0,1288772.0073675285,558972.1972416216,11615816155.37622
308,Telecommunications,517110,US,58625.97682152365,147453203.82204586,734172826.0428239,2576544.7151570036,3780951.978646092,4679.439906716998,104061.02867618094,0.0,361236848.2802376,21373.26313740693,0.03358160012389109,0.11402638281777829,7741.513019373585,0.1476079829416694,566585.1251948389,206142002.98527628,0.0,0.0,0.0007668374444567975,0.0,3780951.978646092,1820275.1802624115,180069340446.32263
309,Wireless telecommunications,517210,US,35803.83926029167,70775319.47800383,351311785.583747,833253.7765465792,0.0,2256.745989002031,75400.32904862623,0.0,261311025.91662022,15980.186469332102,0.025162216049721128,0.08066446766014804,5126.0874294185505,0.10582668370986914,72227.28220610603,47082910.835089095,0.0,0.0,0.0,0.0,0.0,1173628.2050985596,89520885299.00034
310,"Satellite, telecommunications resellers, and all other telecommunications",517A00,US,15160.089636599318,9734892.38103838,48321681.20328398,125849.64741979836,0.0,944.7417121396654,17999.70542353029,0.0,50290281.52195153,3809.294367655923,0.005865115181730922,0.019272949807875715,1420.1699242757368,0.025138064989606638,45329.150348102296,26371980.952494655,0.0,0.0,1.0581691056934483e-05,0.0,0.0,435202.9910741085,10564012730.662119
311,Data processing and hosting,518200,US,238033.87877397693,86884616.15930872,432847032.24612284,1032940.92397934,2260486810.011571,23751.079083600747,196723.36498086245,0.0,683344912.8438421,35116.19393343205,0.06256930623277424,0.5445488884159501,21813.71640612749,0.6071181946487243,237164.01569728088,50843318.270930134,0.0,0.0,0.011082091380211975,0.0,2260486810.011571,6293094.516738693,57087140789.56607
312,Internet publishing and broadcasting,519130,US,10877.83057384297,36973662.54514449,200552521.165711,509008.0462153388,3677370.228267738,683.7703172343722,20904.827058712377,28801668571.54958,30629628.736240655,4685.539031804826,0.0067696105397577234,0.023660482709826135,2176.215931541072,0.030430093249583866,77120.83817541412,12095844.475431068,0.0,0.0,0.005531309071553567,0.0,3677370.228267738,423141.47100877156,25589731236.90419
313,"News syndicates, libraries, archives, Internet publishing and all other information services",5191A0,US,21585.435248246773,8020444.333166336,42397481.12113322,172528.4336627218,2501339.857438416,1804.475614031127,1717457.7918665737,0.0,249318873.20165613,9642.265324574932,0.014833669554723263,0.4490855952783626,3292.0192370299333,0.46391926483308576,41782.71084047694,9047033.750590561,0.0,0.0,0.4172941539209478,0.0,2501339.857438416,699649.6171745342,5631352668.635876
314,Nondepository credit intermediation and related activities,522A00,US,800157.4795217229,244295368.11080456,1256598538.0665264,2916489.1988907787,124568.27411826562,49766.661915162374,1465587.0090027074,0.0,1747509911.3755956,289812.30690849666,0.4504459086759924,1.6081311695438065,113647.18605353092,2.058577078219799,982907.1922625887,36774964.56583454,0.0,0.0,0.015086546262550295,0.0,124568.27411826562,24641346.82914704,189233341514.05154
315,Monetary authorities and depository credit intermediation,52A000,US,1204805.806422001,593464266.36501,2945814906.0490866,6979325.8351533525,9308.568749738617,75904.4415303637,2518318.473144796,0.0,4402904592.912978,525140.8816649833,0.8072554793748591,2.6798763662175817,170352.4372492225,3.4871318455924376,1689062.6065294119,54181641.19173246,0.0,0.0,0.0006291782852324826,0.0,9308.568749738617,39225391.29705638,294501990490.5887
316,"Investment advice, portfolio management, and other financial advising services",523900,US,685867.4743416617,217905291.3410168,1081629832.9860344,2562649.375057334,158220.45868166568,43231.29438527128,1407749.4367148217,0.0,1825673250.704076,298203.02220093703,0.45866180909673376,1.5132783607760174,96367.59412288699,1.9719401698727506,616457.3931069376,17694601.90065179,0.0,0.0,0.0,0.0,158220.45868166568,22331524.009321637,162533202789.1653
317,Securities and commodities brokerage and exchanges,523A00,US,214367.721369262,108495558.66799393,538546045.8067045,1275940.9706974272,77771.8988505387,13509.229974813672,434765.2326530408,0.0,618884183.2226425,92043.38586369144,0.14150311735872723,0.46585231731767973,29805.924370746376,0.6073554346764071,354517.4916416837,12530395.968873587,0.0,0.0,0.0,0.0,77771.8988505387,6954509.090105752,87583817029.8618
318,Direct life insurance carriers,524113,US,13174.707525224989,62697046.4485745,311213167.3000332,737336.4522158256,0.0,756.763210449164,4436.594265814699,0.0,25558942.57219817,1018.8255987248937,0.0011520211530841886,0.019756971659262407,986.7015179229589,0.020908992812346597,232487.95916845134,8409225.833727272,0.0,0.0,0.0,0.0,0.0,296611.2708144305,57514081541.14221
319,"Insurance carriers, except direct life",5241XX,US,178834.5607609375,408948964.15325695,2031802453.0406842,4941012.211771177,19202390.536219425,11493.902521512462,34166773.5863464,0.0,240281010.44480115,40583.74940039738,0.11901969448826011,16.915131451120303,25478.039713962346,17.034151145608554,792360.9455243197,37092467.458034925,0.0,0.0,48.99111411999108,0.0,19202390.536219425,4593701.522585877,255168997741.32016
320,Insurance agencies and brokerages,524200,US,74418.67084225675,214037152.53380704,1063469861.8931049,2531925.464978942,114385728.4747761,4670.018648795039,280826.03316541127,4725213.85227509,131664898.772665,15981.283056929722,0.0595922768932013,1.6489680588538265,9494.099481892741,1.7085603357470276,1015750.8560930659,41388242.44293408,0.0,0.0,13.80171021182255,0.0,114385728.4747761,2007226.364583097,152359132377.3863
321,"Funds, trusts, and financial vehicles",525000,US,468649.3690567321,3817368.161551113,27589964.202854324,741414.7057970809,20999059.896166954,42452.774367869635,16967352.01668833,0.0,10629480041.191164,192345.41453175223,0.3135934869299306,6.261145672287549,65553.80779105231,6.574739159217479,85839.5378990808,11475243.92459027,0.0,0.0,12.062448333374098,0.0,20999059.896166954,14730443.2986469,26801598151.295944
322,Owner-occupied housing,531HSO,US,319106.5241567158,232841686.68004292,1155770532.595027,3068891.6220485824,0.0,23195.13150426175,475949.668597487,0.0,8703428.864422143,55149.45207524097,0.12619388070015283,0.7295322557862901,38892.14504653615,0.8557261364864428,182804.81163135366,22054283.206845943,0.0,0.0,0.9322256988280756,0.0,0.0,8342534.670686097,1110652267372.1753
323,Tenant-occupied housing,531HST,US,314973.4209978696,78015380.30808371,387249718.6175291,1211658.0499602293,2248237.9083322203,22709.164003071277,9347612.398496926,0.0,1130738670.009088,59520.21899699527,0.1399594972936397,4.679260936262629,38829.98653613536,4.819220433556269,171516.5806654142,21860808.717940133,0.0,0.0,0.9784298338313119,0.0,2248237.9083322203,8257980.6822494,411421799895.1471
324,Other real estate,531ORE,US,914808.0657960738,164839542.93001947,860589596.0697296,9146114.492813699,11434026.474995287,102067.96517457088,48327480.89833861,1556696490.155654,73577687743.43002,306653.62914296874,0.5267157811354198,23.441078727452286,126177.61827758266,23.96779450858771,1087023.1405762075,27652335045.9853,0.0,0.0,17.19868313317831,0.0,11434026.474995287,26759338.493455976,424206209997.869
325,Vehicle rental and leasing,532100,US,1338523.4073900739,95826835.52754268,484472870.4927425,1180877.2210290246,919126922.8886597,84090.9446311973,1673410.2557487797,3220065.9014881523,5097803925.288601,222838.42056457055,0.41572731872629115,2.4668037044327207,131398.72927093197,2.882531023159011,326150.14834054053,107686301.97652107,0.0,0.0,9.471067206863243,0.0,919126922.8886597,36226399.779448956,59849966159.23486
326,Commercial equipment rental,532400,US,2211300.376790261,86197482.23228483,465357100.7637082,22458880.355107404,81604001.06119508,137042.96804274886,24573950.34996609,470799854.8338863,2335830589.0991387,219282.83709151152,0.7272581057946016,29.80089521266561,211866.1887544791,30.528153318460195,237893.5405757558,79471802.6410982,0.0,0.0,28.737682295449286,0.0,81604001.06119508,51443384.65097342,51041180717.574356
327,Consumer goods and general rental centers,532A00,US,392195.93040038156,38260289.45671264,315465903.5072191,989407.7136043456,553961016.3181777,28422.474067767693,544338.1220552534,3681438399.4577684,320442135.9469248,53984.791137346285,0.06161142776497162,0.6874758154027573,68749.5775589519,0.7490872431677283,228441.87678699577,1270184000.2997377,0.0,0.0,23.704978335024396,0.0,553961016.3181777,10518208.71817577,20636141472.9991
328,Lessors of nonfinancial intangible assets,533000,US,27394.89463444421,8135611.714316746,46723991.15472313,696148.5048682471,3367578.7811829704,1730.1576561638165,56672.495108832714,0.0,121629470.88705647,12006.945087465056,0.01843608729589369,0.06453511883148019,3863.8761175715613,0.08297120612737395,29922.525655038633,1432899873.0684116,0.0,0.0,0.0,0.0,3367578.7811829704,893546.8033170095,103267610839.22624
329,Legal services,541100,US,14528.919766652069,504491406.00336003,2504174873.0377903,5932973.313706222,113111.86779404031,915.9681746161519,28525.875549495755,0.0,157809443.1909675,6038.894236717037,0.009617369079052305,0.030592462293500985,1986.677732223849,0.04020983137255329,1193320.9564463077,99359467.60253963,0.0,0.0,0.0,0.0,113111.86779404031,467678.63479524746,230392420580.30164
330,Custom computer programming,541511,US,4179182.0418015067,271543728.7479679,1319769673.8492486,16573000.786107086,25845787912.853115,1686561.338380695,307618306.4952073,141012945921.39096,4759424693.154831,278999.21330901445,1.0835571076874453,73.82684250465033,598515.575070868,74.91039961233776,1030490.7053453584,1141838907.1022506,0.0,19229806889.573555,668.4574160746841,0.0,6615981023.279561,72341729.00435945,140326482055.78094
331,Computer systems design,541512,US,130065.41252427286,172219750.2702982,864454801.8878618,2108711.6052690763,137637881.6728991,8589.036042968075,175336.46400933125,846137861.460373,1000497436.9408159,32102.54197447522,0.053512476161792895,0.2471718469371784,15739.348350321394,0.3006843230989714,735120.6689122568,59658233.41395709,0.0,0.0,0.5924002526831756,0.0,137637881.6728991,3682839.9480382614,111829265504.01039
332,"Other computer related services, including facilities management",54151A,US,145246.33273601666,108886719.66490339,555510325.6319772,1351530.8498889457,132413548.64734955,9391.979085719506,151483.71072997048,0.0,299206226.6304255,23362.43131990507,0.03876823594745435,0.2424610387243354,19031.36130432151,0.2812292746717898,290491.56323859066,26640427.10678049,0.0,0.0,0.09485526816984606,0.0,132413548.64734955,3830408.3062211173,52143057798.232994
333,"Accounting, tax preparation, bookkeeping, and payroll",541200,US,30885.887263757508,239721584.6788157,1200602533.261144,2855522.440216105,1113632.1448986246,1913.89769665265,88264.33123777258,0.0,172403224.76554838,13142.815432964282,0.020707384406281157,0.11351864589342703,4400.090948278257,0.13422603029970812,873535.1633014797,80819323.44445808,0.0,0.0,0.007461714483520794,0.0,1113632.1448986246,984098.3664342045,131249532222.97395
334,"Architectural, engineering, and related services",541300,US,1039429.1291503884,423631713.78517467,2116618752.7159305,12607522.46967332,16019233.476352448,65052.159546230585,124001029.4105459,68785564418.11876,2401568850.8723693,377930.37879785086,0.4396756012230742,44.01089949511173,194169.3503336806,44.450575096334845,1504523.4755883883,339277462.49340177,0.0,0.0,29.967693369280166,0.0,16019233.476352448,30041394.474491667,191441542032.23398
335,Management consulting,541610,US,368875.8974341735,276107815.8352445,1395018091.0364008,3638671.3463556212,16089638.3207518,23368.818614999207,52475099.39965535,10775252.108595185,426707041.8893518,46079.311374133984,0.20361119389924326,14.134977847388607,41354.44478190441,14.33858904128786,1030821.8882834387,200652381.23732275,0.0,0.0,31.70155382593005,0.0,16089638.3207518,8919161.55134928,144938852336.72983
336,Environmental and other technical consulting services,5416A0,US,76829.71449692793,61666385.57515841,309410336.9949794,12156899.41205401,2353012.940858786,4887.0602944778075,17845573.97607829,1579317984.9904375,124071220.09871805,14746.574862940237,0.05600760295338152,6.710204153171845,13086.993453374518,6.766211756125235,250431.565164668,49223097.80054881,0.0,0.0,3.9037619893942175,0.0,2353012.940858786,1347504.7677784692,31415026583.888195
337,Scientific research and development,541700,US,11756634.044813523,450078029.61093277,2628771981.6666055,268588725.42625517,148593591161.29736,1346275.2590959154,2270090536.919942,923094503156.1294,13605786036.758596,1777709.395022088,5.8534310134759275,513.077327393956,2296600.1363603757,518.930758407432,1605785.297064184,4254239940.30148,1735661986.7498682,140981966266.07254,9056.790958484165,0.0,7611624895.224874,223729681.6101649,277718334372.01117
338,Advertising and public relations,541800,US,2333180.364871521,359671840.5858875,2045348659.5895593,23316690.71962639,1479571591.396359,125767.45083718498,7439035.859847611,343413511762.3768,3242121469.2776713,750819.3283517549,0.7412566905796252,12.71250939288699,799481.0535884906,13.453766083466611,1089310.9775839702,1563758019.9605007,0.0,0.0,12.194049972548779,0.0,1479571591.396359,61719315.303931564,195402496384.59683
339,Specialized design,541400,US,7246.447378872607,44059265.81602488,218721495.62355942,575128.9630478482,104836.16322899133,444.31339369542883,12652.87220208891,317772150.2490766,37293359.606410906,2256.072923518516,0.0033748928310729297,0.07910456797367608,1051.6800613209066,0.08247946080474901,127060.06222644329,10552054.28973435,0.0,0.0,0.0012716499387353717,0.0,104836.16322899133,237626.14020121767,21958490562.282475
340,Photographers,541920,US,16270.118555031373,20003580.41873286,104040462.00231922,251588.9125295325,0.0,958.611854536743,16849.486233579533,0.0,14593485.282265043,1308.6934984803413,0.0025601329654167133,0.021126040928190856,2419.620229887868,0.023686173893607578,55920.278658383904,6714037.985797982,0.0,0.0,0.001716689131639378,0.0,0.0,393746.8121066668,7525194478.724166
341,Veterinarians,541940,US,13920.347587813889,41071743.283506624,204139105.1602124,540310.6406384351,0.0,341.9430380361976,161845.74950867798,0.0,13990869.740602143,9591.549775434009,0.0077151999848065625,0.6789960385600385,5584.379819878912,0.6867112385448452,239051.5653819319,22339454.504093062,0.0,0.0,0.21674862804284128,0.0,0.0,156873.87206129418,17742729010.539036
342,"Marketing research and all other miscellaneous professional, scientific, and technical services",5419A0,US,44988.68914216236,129015551.02326402,640859104.0958425,1979597.518714654,1230636.1153202134,2833.1358858441163,23252724.440289754,0.0,204100498.29013452,27545.3574366838,0.03880391153292692,4.69047323907295,13817.446880486561,4.729277150605875,289030.82374151784,63829063.27005404,0.0,0.0,0.022229520521937246,0.0,1230636.1153202134,1578400.5634670716,60387390781.93707
343,Company and enterprise management,550000,US,413985.1222880687,139334734.2232973,2389742372.032368,7230007.083122362,68540639.63346305,26045.71368340246,822985.2035223625,0.0,2262254693.188472,172252.2648844356,0.266254527951067,0.8949415337508352,58834.73543508759,1.1611960617019024,1999096.7007301722,71107028.41595095,0.0,0.0,0.0697383901667134,0.0,68540639.63346305,13328951.078191483,329796570934.48157
344,Employment services,561300,US,9054.635226885088,165713345.31902403,2765393316.2622113,8246263.073959896,10075550.731313284,609.0829192405065,21324.87961281173,0.0,73906252.93107533,3206.414019709211,0.005567693031218395,0.0192859282189687,1170.1695783484188,0.024853621250187106,2605343.455133928,107180113.77355582,0.0,0.0,0.002530330337660078,0.0,10075550.731313284,278312.2779809528,201087767401.0237
345,Buildings and dwellings services,561700,US,30186773.85787336,121140237.91434349,2061596115.140194,6208550.201007876,805361.704334557,1896299.2262191477,127192884.14186655,0.0,3357869330.8187456,57005368.15497184,26.91720867117389,79.14914825700804,14970371.296932358,106.06635692818197,1838144.6846103221,66551710.29877826,0.0,0.0,7511.493568466876,0.0,805361.704334557,1714381755.3148098,90448012866.19537
346,Office administration,561100,US,20653.91774026288,47027923.20678559,785395608.5419759,2389662.3102284237,0.0,1286.675391112414,21200.85004649349,0.0,68077624.11897373,4150.335998486257,0.006575625868874434,0.032250222867178144,2429.4495045912995,0.038825848736052576,427275.299918403,13977719.462687755,0.0,0.0,0.0016906742012269323,0.0,0.0,566328.6634516944,27435925152.47053
347,Facilities support,561200,US,14959.847017595637,25585208.253072508,438123749.0862399,1347256.6471736333,0.0,941.4667880574206,30158.883660929532,0.0,106542863.80348748,6351.521866112344,0.009841209625347923,0.032555267284506834,2333.786430628595,0.042396476909854756,149024.6581847808,4516969.589978326,0.0,0.0,0.0024187300741715947,0.0,0.0,484025.57022996375,14556142337.64631
348,Business support,561400,US,139192.57582639746,59563307.472166404,1009514133.4841524,4238311.321046603,20554194.902646147,9148.447889534596,1993816.1126468403,1384180468.0198102,406895916.2865236,61401.624156556296,0.08659650721464525,4.360601948445838,27635.01608453867,4.447198455660481,886788.4346041132,32573973.744890492,0.0,0.0,11.191300575554523,0.0,20554194.902646147,4616160.873189315,44088555709.70995
349,Travel arrangement and reservation,561500,US,8426.739590053381,32904585.598576434,559457707.5849969,1669527.3619380423,0.0,489.62555897692647,24254.011957408893,0.0,35414266.103880666,1477.8000256974672,0.003332556500121807,0.1549282963537621,1380.3022163829853,0.1582608528538838,171861.7233751983,6937449.621325324,0.0,0.0,0.008092145032204229,0.0,0.0,218274.85451525135,19086979201.538864
350,Investigation and security,561600,US,49461.27743030618,40548640.43191502,693708616.322634,2129169.5641718414,3213276.02553143,4565.307634341067,1923926.6396414887,0.0,503380593.64997035,20259.92623954688,0.03427990409273482,0.8666769135168845,6976.71621272214,0.9009568176096188,839506.6283750143,28878988.874187507,0.0,0.0,1.3783719377551595,0.0,3213276.02553143,1544864.1440621,37109852159.26349
351,Other support services,561900,US,221688.80176849457,25950095.022475697,439933459.07315964,1742173.615347157,148656558.97352704,15038.031623738025,7004355.14640564,2993810274.957953,751564940.453085,77713.11407283088,0.3725815387630741,32.40548037215344,42724.94681677566,32.778061910916506,229583.02848442012,15768974.750001086,0.0,0.0,18.49389419555204,0.0,148656558.97352704,5096633.926536386,20312082416.76844
352,Solid waste collection,562111,US,19093948.20221277,2149916.972731939,28199267.94675083,675778.2017472956,9046363.097296014,1214343.3912121565,22860244.187520236,0.0,3723953156.5396457,541541.7410121105,2.2033334278447447,11.059987382113027,1537844.132254328,13.263320809957769,190514.44410983557,398534211.8320226,0.0,0.0,7.077379862169296,0.0,9046363.097296014,462352498.6724861,26375050874.41335
353,Hazardous wate collection treatment and disposal,562HAZ,US,3484805.341482545,0.0,0.0,2882493299.5686393,0.0,246437.9585343839,3552669469.3833485,0.0,4449462.355936308,260419.66078322695,14.747930684745036,3400.1432320681956,597978.8456003595,3414.8911627529405,47821.75466762623,8372647.161111436,0.0,0.0,2441.5170104713898,0.0,0.0,28961813.153292485,2077904748.036144
354,Solid waste landfilling,562212,US,34477256.47822231,133521.73589116533,1246290.0428590635,86847948.42673275,1422710.304293175,1551611.3066319334,185427397.68338478,0.0,247010939.03578767,4682285.28898297,25.004896122030306,457.4693017908312,9225440.375266992,482.47419791286114,65159.82282381616,11330447.474872485,0.0,0.0,2204.9916232361543,0.0,1422710.304293175,394808600.17997783,3907081550.3564625
355,Solid waste combustors and incinerators,562213,US,22080991.395017177,81310.12399150035,758947.5768712484,13137604.239538068,866381.4207774798,1107593.347692814,8773807.243793247,0.0,147355131.8621204,698889.2445433165,1.9876593654972585,210.9053164569337,3069433.613907423,212.89297582243097,8603.609578016234,1446531.7962282386,0.0,0.0,55.5917938578687,0.0,866381.4207774798,419561860.9362026,3269401839.2514
356,Remediation services,562910,US,134004.29298286152,94162.78428714434,1614994.2560731268,137911252.03798032,0.0,9183.283861421698,2079654.1687332415,79182323492.82536,2841768.1569269355,99565.75175536875,0.11264290337950758,3.0861878766925135,43767.793832327276,3.198830780072022,82359.80872338974,13379385.21683584,0.0,0.0,108.17949686716983,0.0,0.0,5029921.57648075,7765196835.458368
357,Material separation/recovery facilities,562920,US,936956.119532972,113229.06814553821,1056878.5617573126,8032725.787190335,1206486.42650571,51919.747260150754,49569997.73365568,0.0,205064375.7019364,56739.548159274396,9.017950937432452,935.4094512258229,219788.6934932985,944.4274021632552,20977.767738878436,3118265.028369336,0.0,0.0,8.053542857783098,0.0,1206486.42650571,4751973.964464639,4352080338.723907
358,Other waste collection and treatment services,562OTH,US,27728321.599739563,0.0,0.0,56845214.02359601,0.0,2350708.6346312347,6475793.939077224,0.0,173828.37667022797,10547123.51639866,1.2629265788325337,108.4053875051677,1645145.7616862273,109.66831408400019,73923.48063971665,11680182.776861066,0.0,0.0,40.053616294123444,0.0,0.0,311873938.09435606,5927941044.12163
359,Elementary and secondary schools,611100,US,151500.96318485844,11147591.633748723,547483388.1896096,2593279.015190724,19831412.656674687,21584.108803002928,155767.17824793153,0.0,2381389527.679999,19223.7626751907,0.03505983661173334,0.5399509974989241,20991.21215714235,0.5750108341106573,6530197.842738439,3972727664.4241877,0.0,0.0,0.4331956960377795,0.0,19831412.656674687,3667269.742379129,32720814173.746456
360,"Colleges, universities, junior colleges, and professional schools",611A00,US,7505765.863076828,52942744.73134375,2425937130.594778,12268610.728993041,6110404301.678779,295638.29863228975,143257881.21070626,0.0,11331010023.561228,411594.6168719051,2.2608633941246836,257.08309747216293,981784.0189862733,259.34396086628755,2504682.5776874125,1309374737.8142025,0.0,0.0,40.32733315961261,0.0,6110404301.678779,114362367.79610391,165813122993.5913
361,Other educational services,611B00,US,175428.73914722094,28183038.821391687,1236560048.6950808,3009992.6663501672,17388544.47525153,11262.404327962882,18616071.756323453,19261095123.070343,877263927.567382,70068.00573398438,0.1195449052774887,4.008423887756124,26458.234334119014,4.127968793033613,751098.969819599,408334831.04938096,0.0,0.0,0.11364055784400005,0.0,17388544.47525153,5480151.8540768325,38989785694.64119
362,Physicians,621100,US,49971.2670220246,42315150.278850295,1780589341.4379911,8976525.183026828,0.0,3119.4573384288974,73478.91277970116,0.0,1575891383.5237153,16162.89587423603,0.02771640873560338,0.10398873579923096,7472.165208063832,0.1317051445348343,2155647.04623561,115480168.62619416,0.0,0.0,0.0,0.0,0.0,1413974.8848436475,280226605852.5076
363,Dentists,621200,US,35526.72004067321,11893597.336911894,500512728.4957171,2447662.115679851,0.0,2239.4439602940033,74990.52567754326,0.0,541846336.945662,15892.84899035492,0.025000398920337022,0.08022077663153894,5096.02471796262,0.10522117555187592,893008.5868988589,40813361.75354928,0.0,0.0,0.0,0.0,0.0,1165544.347222293,70448810327.82613
364,Healthcare practitioners (except physicians and dentists),621300,US,66008.74468256116,12842074.10318396,389147765.3230617,1824464.808834851,232081.17671024596,3750.81246539159,69338.52579158997,0.0,833009226.587086,6307.987725465773,0.012055923568325303,0.1117120963393431,9446.883932941528,0.1237680199076684,732247.364843445,36466748.92256108,0.0,0.0,0.006001252794467058,0.0,232081.17671024596,1550424.9037332286,56438335876.80229
365,Outpatient healthcare,621400,US,38441.48331154016,12057347.68240711,492763755.11310923,2510865.3584988294,2528776.898693626,2486.263277418748,54364.6521575498,0.0,361424915.93994355,10317.003880435983,0.017710490552323727,0.06230476732620259,5390.896345858393,0.08001525787852633,803877.3349441654,34559542.198853366,0.0,0.0,1.5126129874521738e-05,0.0,2528776.898693626,1067984.143911316,58042460010.599
366,Medical laboratories,621500,US,18446.544424125226,4525700.183560964,190452937.24009743,6515116.9745679675,0.0,1032.8134130973267,21860.20889700327,0.0,350538002.10440713,22511.39096055484,0.004119277799090295,0.03279989272537002,2330.0804832063664,0.036919170524460324,242966.20961727368,11389131.338017087,0.0,0.0,0.0,0.0,0.0,514508.7929179141,33780787432.188374
367,Home healthcare,621600,US,82871.2146346802,10055264.598533008,392548224.80217314,1965784.1118191476,9858632.821669934,4507.040733890297,125689.4284459146,0.0,861648475.5664917,19366.847299230536,0.03533415108800458,0.2724477392856313,10935.47589466896,0.3077818903736359,1361951.3760786203,57983986.815656275,0.0,0.0,0.13191520714891428,0.0,9858632.821669934,2035805.2742710959,59937161865.07555
368,Ambulances,621900,US,41322.95147913355,4352487.069602303,179646480.40419465,988072.6896726588,240775608.67894402,2599.8132138808433,68737.16190060538,0.0,616787145.3334565,14608.229533403588,0.022717275293041853,0.07538726514880136,4824.105101325139,0.09810454044184322,302198.48522654286,13429973.891194306,0.0,0.0,0.0005235648350918742,0.0,240775608.67894402,1284790.3487577026,19926591233.33033
369,Hospitals,622000,US,5457223.6031036135,92751113.6999448,3445601630.36322,23451358.01791112,153252566.87598708,279830.64787006564,130532972.38990399,0.0,15612206601.907385,728093.7889956132,1.529476566733739,47.3706465653772,714538.126222623,48.90012313211096,5475103.670063563,279602533.5357096,0.0,0.0,16.01370592767615,0.0,153252566.87598708,116668810.56153516,477725940390.49554
