,industry_detail,industry_code,industry_region,Impact Potential/ACID/kg SO2 eq,Waste Generated/CCDD/kg,Waste Generated/CMSW/kg,Waste Generated/CRHW/kg,Resource Use/ENRG/MJ,Impact Potential/EUTR/kg N eq,Impact Potential/ETOX/CTUe,Resource Use/WATR/kg,Impact Potential/GHG/kg CO2 eq,Chemical Releases/HAPS/kg,Impact Potential/HCAN/CTUh,Impact Potential/HNCN/CTUh,Impact Potential/HRSP/kg PM2.5 eq,Impact Potential/HTOX/CTUh,Economic & Social/JOBS/jobs,Resource Use/LAND/m2*yr,Resource Use/MNRL/kg,Resource Use/NNRG/MJ,Impact Potential/OZON/kg CFC-11 eq,Chemical Releases/PEST/kg,Resource Use/RNRG/MJ,Impact Potential/SMOG/kg O3 eq,Economic & Social/VADD/$
140,Storage batteries,335911,US,77576.24754577884,2412442.0764980796,13613729.03210102,32115069.773587972,0.0,4844.985312963072,891131.0184688435,15907344032.381134,269497393.4372752,6058.073879353281,0.0830690598951151,26.15751949227235,30960.576618544903,26.24058855216747,23648.900136943717,4202901.084004631,0.0,0.0,0.004083415831574721,0.0,0.0,1800075.1684558326,3752409017.624425
141,Primary batteries,335912,US,29753.63424296661,1279416.1473175152,7223527.154176401,2054481.9681784816,294017.1315571283,2300.734369104151,11839106.914191805,13347690830.013884,56924123.2436681,20829.4064449337,0.01170721140492161,8.332010169734254,4566.287722969196,8.343717381139175,14886.501991839183,2410122.70034385,0.0,0.0,11.871010812749883,0.0,294017.1315571283,1320854.1685894518,2224652861.934502
142,Communication and energy wire and cable,335920,US,555233.2841870232,6676063.746470059,38831891.08827154,2663437.6940297,57106.13679195397,26275.34714453292,20171558.206057377,36280189284.417755,385881615.58105475,47642.03525367527,0.08378782980688378,4.8269075022144925,140084.6285314265,4.91069533202138,34762.32655709326,8263004.393101922,0.0,0.0,0.7510700885684641,0.0,57106.13679195397,10635774.342062155,7378092018.157377
143,Wiring devices,335930,US,116741.41749317228,5483773.065425034,31165322.90066081,5116428.1780020455,35902.53260053497,6805.763015717846,156181846.94284275,50358121394.007126,229676816.34386772,73655.34988138628,0.16731899403014686,113.6392683230012,38568.210863833156,113.80658731703136,46501.909411353,11348219.244221685,0.0,0.0,0.3337853747814863,0.0,35902.53260053497,3475320.7840150464,8252572120.550811
144,Carbon and graphite products,335991,US,2013490.640462049,1559949.275913696,8849857.689265678,928211.8185629257,71891.72947452037,58205.75102573688,48977960.86167567,11069955800.6147,363431890.6296475,110967.51959560323,0.09467951600952984,2.793138522392602,652171.4213069469,2.8878180384021306,11672.09110828643,2519971.116599988,0.0,0.0,152.54098658226238,0.0,71891.72947452037,21648561.977517556,2209389788.356739
145,other miscellaneous electrical equipment and components,335999,US,65424.53379168111,4374407.764493743,24871502.138712265,1241453.4882910417,184616.1332124943,4196.956572902566,14420513.322167302,36041755372.73133,199323047.5472097,50139.54843026456,0.0213972986764034,0.23378283637270025,13581.720248706291,0.2551801350491036,34735.37661620917,8214402.673753926,0.0,0.0,0.5577967598384331,0.0,184616.1332124943,1838044.3802503303,5468442931.996509
146,Automobiles,336111,US,1397654.230269808,21032846.039102927,197802097.88461187,12520937.098603811,0.0,85313.88544716583,50648311.37418789,92915127743.39557,1539736645.6220305,3414441.9681394584,1.5589140412044789,7.101042206187538,906372.1734309908,8.659956247392017,130793.97717219738,22434985.10172809,0.0,0.0,6.1277221753180395,0.0,0.0,101570674.7520372,15659558696.689465
147,"Pickup trucks, vans, and SUVs",336112,US,569705.6215691833,30297835.711784642,284934119.3789237,8193120.074764753,0.0,35465.06575172585,17618025.357170533,46829246714.35761,2336763927.1091304,505380.0622513882,0.3560720738817678,0.8498724809172694,227122.7698940398,1.2059445547990368,51209.28170820729,24343994.03976195,0.0,0.0,16.918012768845383,0.0,0.0,36563643.96258194,34737157058.68991
148,Heavy duty trucks,336120,US,288341.42185159907,7082989.1272029,66611532.553721204,7557811.152754715,0.0,16481.242616254636,21536621.08137255,42035889086.44849,1257189410.5548232,236174.05907155722,1.184059257257213,1.5057117642448539,95811.36564732579,2.689771021502067,48903.0991857173,9257535.14814051,0.0,0.0,13.48892353079087,0.0,0.0,13810433.376262423,7456993821.026221
149,Vehicle bodies,336211,US,253588.15002316228,1460393.7962325136,13734183.00362014,1694915.966640504,0.0,14736.940466210912,28593788.649807736,28051204719.628574,107835559.37360917,227295.87692282925,1.1738795691584145,1.725121125969454,104693.15608673792,2.899000695127869,27852.585260445285,6865174.617032995,0.0,0.0,5.476155805121915,0.0,0.0,13000117.086207125,2003937153.384087
150,Truck trailers,336212,US,111702.09157128041,1620133.1199306922,15236441.580565382,769935.5711773277,0.0,6116.914113250523,9190223.450047215,29258339207.217052,319856685.0332656,117865.67014321491,0.09680791236495716,1.5585212903423677,81440.6632648496,1.6553292027073243,30533.800697888702,7029837.702292018,0.0,0.0,0.05276255276590304,0.0,0.0,6864753.853639284,2093404254.223443
151,Motor homes,336213,US,31333.326970628736,515252.56170609343,4845660.803252694,383502.72730445705,0.0,1714.7277114220421,803058.346719397,9010877941.49259,33746940.162485585,101675.38439867937,0.013593436654500345,0.17487888112430702,41186.3651082603,0.18847231777880738,10136.816389057085,3283545.739003039,0.0,0.0,0.008106023345994843,0.0,0.0,2639123.9887647782,638114916.8182644
152,Travel trailer and campers,336214,US,136558.34256267673,2316046.2966501536,21781113.946087886,254049.33018323893,0.0,8154.336009821975,4706404.203312882,28458121419.637314,338812582.60119915,401964.712682924,0.21062544285541737,0.9755362411738603,43543.05591318232,1.1861616840292777,36786.93894509969,6895622.628136038,0.0,0.0,0.9411930106052626,0.0,0.0,3667543.815548294,2382921577.0651784
153,Vehicle engines and engine parts,336310,US,321003.72932957835,9749893.079935037,91676810.77643254,3554076.896702806,1945003.7435712265,17663.21795053079,6397830.796872679,78119962553.94019,565459411.4284779,54342.78954746635,0.06459497707928864,1.7634782332839876,50003.0166881919,1.8280732103632755,83043.67670734633,18860642.208339725,0.0,0.0,5.923152768853199,0.0,1945003.7435712265,7669252.775017325,9826137818.800476
154,Vehicle electrical and electronic equipment,336320,US,269175.487083266,7769651.534901322,73111163.87586857,42810501.357803404,105459.15100589597,14556.054112897347,6805217.007172208,79276777119.4007,251913183.4209502,8685.989776493336,0.033178413426396464,4.9140730760607365,32910.943181936585,4.947251489487131,87872.14911788881,20082789.86350952,0.0,0.0,0.13301375261995346,0.0,105459.15100589597,5960235.891587989,8388369496.437335
155,Transmission and power train parts,336350,US,758936.7476534628,12296055.770075401,115613282.9495141,2239799.527886648,223367.5978300694,44617.67899590782,132485531.24939767,110783849838.29095,770380344.6185514,19511.412892346092,0.14939256084143526,2.644151108434326,145939.42832569254,2.7935436692757616,114206.85897124946,23547038.727326065,0.0,0.0,20.57394550810617,0.0,223367.5978300694,14188623.940742427,12561026754.27079
156,Vehicle seating and interior trim (upholstery),336360,US,219639.8970910254,6079136.241107775,57170860.26358628,2088997.708828347,153232.63160296596,11758.20352580121,4228296.658024123,66568751254.46782,427805815.1906671,19436.683610152868,0.12134089149662787,1.2830185606232123,56255.31495704737,1.40435945211984,71179.48943918769,17736134.359528627,0.0,0.0,0.021970585693443657,0.0,153232.63160296596,6757964.309858397,5906759493.317899
157,Vehicle metal stamping,336370,US,263120.66131138534,6931125.23468143,65183337.98868337,2509238.4782893946,0.0,14901.762737048522,10691645.817202846,71381387733.90079,516444850.7965955,44069.388997136484,0.5776055999584374,1.2185900918755606,38050.83736852249,1.7961956918339976,73974.35930700535,18345731.944725394,0.0,0.0,0.08544691066867759,0.0,0.0,6127818.561353539,8877968788.156275
158,Other vehicle parts,336390,US,623764.0786469334,18319846.97452273,172270305.59273916,19542465.277878635,529540.005649844,34168.24657003396,11407503.520860443,182134594015.9944,1475746597.3283527,87319.15123737494,0.16770285943076996,3.32947148098788,85322.19789999911,3.497174340418649,186315.55853890066,44928355.81367197,0.0,0.0,0.6604754917856237,0.0,529540.005649844,14450368.73717052,20243058746.62613
159,"Motor vehicle steering, suspension components (except spring), and brake systems",3363A0,US,410249.50604975165,7375033.29821371,69358043.86807977,8456908.317870775,437969.6369850752,22963.36401955526,52079901.23321634,78047838954.82584,559836520.0437896,48653.66415035834,0.3954803169831479,8.997451093618416,141094.42724941706,9.392931410601562,79548.41358124533,17549685.718653206,0.0,0.0,19.00653182139889,0.0,437969.6369850752,9585581.305264434,8329164275.423005
160,Aircraft,336411,US,541399.3868543823,23808971.605981953,223862435.1459336,10626347.49679237,0.0,33344.369557563536,36909988.427278064,184698864642.84885,574645978.9778675,458532.2684501722,2.0510895822640816,2.1012426315978883,223271.79606555254,4.152332213861974,195441.85064495722,37367993.875397004,0.0,0.0,5181.362372928201,0.0,0.0,19977231.026251473,45599070047.06315
161,Aircraft engines and parts,336412,US,1690270.1380595826,14179568.188366693,133377344.3612747,11564558.03810835,789845.3869471388,153745.85284796328,52029738.69879245,98717461994.7542,417540418.631189,45086.268296668575,2.088747098779532,3.5906366942002292,199789.00056591973,5.679383792979766,102865.31772230624,20932703.618898544,0.0,0.0,528.3292687897406,0.0,789845.3869471388,38183796.53144435,29067287059.00335
162,Other aircraft parts,336413,US,837206.1104748889,11015731.093536615,103593096.0115185,34148728.948680274,0.0,49087.98857274653,63724234.96134617,129627343710.29945,657337336.7102953,181078.628032142,5.893427216980074,3.3903275386888136,225541.46016395456,9.283754755668886,142990.18171188034,27021034.912118558,0.0,0.0,64829.67184111475,0.0,0.0,21399434.922435634,23704661350.394188
163,Guided missiles and space vehicles,336414,US,220478.74818444494,3822087.18857569,34170889.71413606,1921385.501651821,0.0,12118.684543463414,896653.2111006099,43923981847.12242,229945962.59499744,39324.16155486623,0.05207757685427986,4.097933569071024,72972.6441655127,4.150011145925305,45690.89894719383,8509935.758122033,0.0,0.0,108.11712460251023,0.0,0.0,4644084.391969574,9403416332.454403
164,Propulsion units and parts for space vehicles and guided missiles,33641A,US,189447.987593635,1285652.99786613,11467747.953383712,2718913.1788391527,0.0,14078.003978253228,1353091.754151824,13932357347.88037,233495371.853881,45221.38060282231,0.05085534888899612,2.1273183057392444,36432.206797882056,2.178173654628241,14762.548799108281,2783342.9779406483,0.0,0.0,64.52468847108705,0.0,0.0,4171572.7800873946,3182722063.56737
165,Railroad rolling stock,336500,US,320306.42097795365,2962317.3056313866,27728259.313224517,1013471.5402331214,0.0,19210.556801813887,39178145.28175392,24367285885.52262,320059826.3023065,361785.67882465746,0.6233063316727432,14.816113517674317,99718.08280286592,15.439419849347072,26287.778464719246,5784323.9930694625,0.0,0.0,0.004262439544651751,0.0,0.0,11662589.515118565,4354451150.465827
166,Ships and ship repair,336611,US,641734.0961052466,4596998.576073228,43232188.38435122,4409993.503407788,0.0,38362.63221475556,95627234.11541873,111956995935.5227,375032765.9594584,693201.6345307078,0.6432791450607297,32.226997086704834,389833.09303708695,32.87027623176556,130963.5656314741,26026645.194214627,0.0,0.0,110.33676131226805,0.0,0.0,22768958.397384606,9871513175.54885
167,Boats,336612,US,15517212.847485805,1375089.2896084585,12931942.055869851,17177891.5553208,45409.83493484693,387729.97305894457,99714068.13826962,25618750144.907787,90116058.56117924,8656423.107100856,4.740452099733426,110.95287953935176,5520871.535873907,115.69333163908516,32513.791814817545,6148316.534797371,0.0,0.0,175.76144159514848,0.0,45409.83493484693,187328795.1382386,2085394896.070024
168,"Motorcycle, bicycle, and parts",336991,US,53684.51680291359,1289534.5636232342,12127347.934047094,925986.1381515928,0.0,3049.869868892149,1275509.593351713,12410274344.470308,34537954.16837869,9451.706369056385,0.08344047068810144,0.17810713154680907,7071.741261612396,0.26154760223491047,10705.46568812044,2652030.61750785,0.0,0.0,0.005990207878002994,0.0,0.0,1696175.1677130228,3112050990.505555
169,Military armored vehicles and tanks,336992,US,120250.00295643057,906896.1857419646,8528849.01010812,3462062.7898536073,0.0,4286.6383733535085,7753865.95524934,9269574029.795744,61640350.08831508,17078.73174321966,0.6143997703088274,0.5686645140980173,25526.539320209675,1.1830642844068449,9040.317774753217,1494064.555113303,0.0,0.0,30.348562374853664,0.0,0.0,2111358.047171752,2617186580.8168917
170,Other transportation equipment,336999,US,73212.72571856083,1336378.1344056667,12567885.393940322,1226570.4601483976,12967.999902087078,3863.376680650196,2033286.8901681318,10937359275.747301,70209944.22298019,32353.745312094055,0.14880378377762693,0.6719929701758598,17045.316734859327,0.8207967539534868,12359.400373498554,2793542.144502283,0.0,0.0,0.4484230491479237,0.0,12967.999902087078,2613650.547347847,1955146821.290225
171,Wood kitchen cabinets and countertops,337110,US,253693.82300152426,7664873.584475918,72083828.88362479,9438148.958648104,3884872.147170244,13417.444623746733,2338191.5482456894,90353282047.41182,225355672.21955615,1538462.448201819,0.32507697204814445,2.073469938477249,472160.60872822296,2.3985469105253934,99859.89847195383,41355965.656125925,0.0,0.0,7.854663066729936,0.0,3884872.147170244,37147050.77721049,5156625050.816076
172,Home furniture - upholstered,337121,US,87944.78447922705,5513865.938444418,51854810.71615273,228485.3171150019,0.0,5110.576556099496,735162.6824872592,48550881050.28284,329002829.4172023,74095.11079678859,0.07579251562188036,0.9686023553808693,77750.73491821767,1.0443948710027497,49670.039975992215,19305050.74642217,0.0,0.0,6.588853695847171,0.0,0.0,4620277.1329422565,2617381185.8372097
173,"Home furniture - wood, nonupholstered",337122,US,345567.406109566,3127471.7047321415,29412113.940717757,684194.9458792332,0.0,19078.51050332693,1435152.2499929566,33111641604.338047,132503903.69017342,216866.57927545923,0.1589836363037429,5.7997765498889295,198165.87948461832,5.958760186192671,33874.362928154165,14199192.091714147,0.0,0.0,39.953147107987526,0.0,0.0,17042066.44343785,1582809640.4373045
174,Institutional furniture,337127,US,51269.13060236708,3239504.3382988027,30456843.288199726,391025.86491198814,0.0,3104.42405939864,2674733.187713008,22167719841.413273,122022734.23914535,93600.91227646527,0.20817853032130085,0.33535496470162407,145627.940020285,0.5435334950229246,23555.214338756574,8374729.2792569185,0.0,0.0,2.5529634175192735,0.0,0.0,3028874.9745483934,1546533909.810298
